['0', 'component', '\\042scsi', 'wwid:01000010:6005', '08b4', '0001', '00c6', '0006', '3000', '003d', '0000\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042scsi', 'wwid:01000010:6005', '08b4', '0001', '00c6', '0006', '3000', '003d', '0000\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E0']
['1', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E1']
['2', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E1']
['3', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E1']
['4', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E1']
['5', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E1']
['6', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E1']
['7', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E1']
['8', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E1']
['9', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E1']
['10', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E1']
['11', 'component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', '', ['component', '\\042alt0\\042', 'is', 'in', 'the', 'unavailable', 'state', ''], 'E1']
['153', 'successfully', [...], 'E3']
['254', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['255', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['256', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['257', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['258', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['259', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['260', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['261', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['262', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['263', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['264', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['265', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['266', '3552', '3534', '3375', '4530', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['267', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['268', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['269', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['270', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['271', '3552', '3534', '3375', '4192', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['272', '3552', '3534', '3375', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['273', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['274', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['275', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['276', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['277', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['278', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['279', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['280', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['281', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['282', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['283', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['284', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['285', '3552', '3534', '3391', '4299', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['286', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['287', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['288', '3552', '3534', '3391', '****', '3515', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['289', '3552', '3552', '3391', '****', '3515', '3497', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['290', '3552', '3552', '3391', '****', '3515', '3497', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['291', '3534', '3534', '3375', '****', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['292', '3534', '3534', '3375', '****', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['293', '3534', '3534', '3375', '4272', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['294', '3534', '3534', '3375', '4470', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['295', '3534', '3534', '3375', '****', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['296', '3534', '3534', '3375', '****', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['297', '3534', '3534', '3375', '****', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['298', '3534', '3534', '3375', '****', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['299', '3534', '3534', '3375', '****', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['300', '3534', '3534', '3375', '4115', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['301', '3534', '3534', '3375', '****', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['302', '3534', '3534', '3375', '****', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['303', '3534', '3534', '3375', '****', '3497', '3479', ')', [' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ')'], 'E7']
['165', 'nodes:node', '[224\\', '228\\', '232]', ['nodes:node', '[224\\', '228\\', '232]'], 'E8']
['169', 'and', 'nodes:node', '[27\\', '191]', ['and', 'nodes:node', '[27\\', '191]'], 'E9']
['318', 'broadcast', 'tree', 'interconnect', '0t00:00:2:1', ['broadcast', 'tree', 'interconnect', ' <*>'], 'E10']
['319', 'broadcast', 'tree', 'interconnect', '1t00:00:3:6', ['broadcast', 'tree', 'interconnect', ' <*>'], 'E10']
['320', 'broadcast', 'tree', 'interconnect', '1t00:00:2:0', ['broadcast', 'tree', 'interconnect', ' <*>'], 'E10']
['321', 'broadcast', 'tree', 'interconnect', '1t00:00:2:0', ['broadcast', 'tree', 'interconnect', ' <*>'], 'E10']
['322', 'root14', 'local', 'is', 'full', [' <*>', 'local', 'is', 'full'], 'E11']
['323', 'root10', 'local', 'is', 'full', [' <*>', 'local', 'is', 'full'], 'E11']
['324', 'root22', 'local', 'is', 'full', [' <*>', 'local', 'is', 'full'], 'E11']
['325', 'root13', 'local', 'is', 'full', [' <*>', 'local', 'is', 'full'], 'E11']
['327', 'root7', 'local', 'is', 'full', [' <*>', 'local', 'is', 'full'], 'E11']
['328', 'root1', 'local', 'is', 'full', [' <*>', 'local', 'is', 'full'], 'E11']
['329', 'root22', 'local', 'is', 'full', [' <*>', 'local', 'is', 'full'], 'E11']
['330', 'root3', 'local', 'is', 'full', [' <*>', 'local', 'is', 'full'], 'E11']
['331', 'root25', 'local', 'is', 'full', [' <*>', 'local', 'is', 'full'], 'E11']
['332', 'root26', 'local', 'is', 'full', [' <*>', 'local', 'is', 'full'], 'E11']
['333', 'root22', 'local', 'is', 'full', [' <*>', 'local', 'is', 'full'], 'E11']
['326', 'root26', 'tmp', 'is', 'full', ['root26', 'tmp', 'is', 'full'], 'E12']
['168', 'nodes:node', '0', ['nodes:node', ' <*>'], 'E13']
['171', 'nodes:node', '84', ['nodes:node', ' <*>'], 'E13']
['177', 'warning', 'threshold', ['warning', 'threshold'], 'E14']
['178', 'warning', 'threshold', ['warning', 'threshold'], 'E14']
['179', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage234', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['180', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1412', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['181', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1024', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['182', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1534', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['183', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1231', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['184', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage934', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['185', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage131', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['186', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1144', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['187', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage444', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['188', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage141', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['189', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1622', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['190', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1612', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['191', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1622', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['192', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1542', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['193', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1644', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['194', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage242', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['195', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1031', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['196', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1331', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['197', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage742', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['198', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage221', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['199', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage622', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['200', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage112', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['201', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1432', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['202', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage142', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['203', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage742', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['204', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1231', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['205', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage1311', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['206', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage411', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['207', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage132', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['208', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage832', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['209', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage531', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['210', 'no', 'server', 'for', 'serverfilesystem', 'domain', 'storage321', ['no', 'server', 'for', 'serverfilesystem', 'domain', ' <*>'], 'E15']
['213', 'domain', 'panic', 'has', 'occurred', 'on', 'storage442', ['domain', 'panic', 'has', 'occurred', 'on', 'storage442'], 'E16']
['211', 'detected', 'a', 'failed', 'network', 'connection', 'on', 'network', '5.5.224.0', 'via', 'interface', 'alt0', ['detected', 'a', 'failed', 'network', 'connection', 'on', 'network', '5.5.224.0', 'via', 'interface', 'alt0'], 'E17']
['212', 'detected', 'a', 'failed', 'network', 'connection', 'on', 'network', '5.5.224.0', 'via', 'interface', 'alt0', ['detected', 'a', 'failed', 'network', 'connection', 'on', 'network', '5.5.224.0', 'via', 'interface', 'alt0'], 'E17']
['334', 'cluster', 'root', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '96', ['cluster', ' <*>', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', ' <*>'], 'E18']
['359', 'cluster', 'usr', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '160', ['cluster', ' <*>', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', ' <*>'], 'E18']
['365', 'cluster', 'usr', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '192', ['cluster', ' <*>', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', ' <*>'], 'E18']
['366', 'cluster', 'var', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '224', ['cluster', ' <*>', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', ' <*>'], 'E18']
['364', 'sc', 'cluster', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '0', ['sc', 'cluster', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '0'], 'E19']
['367', 'root1', 'tmp', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '96', ['root1', ' <*>', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '96'], 'E20']
['368', 'root1', 'domain', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '96', ['root1', ' <*>', 'backup', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '96'], 'E20']
['1458', 'error:', 'timed', 'out', 'while', 'waiting', 'for', 'srm', 'prompt:', '<abort', 'code', 'completed>', ['error:', 'timed', 'out', 'while', 'waiting', 'for', 'srm', 'prompt:', '<abort', 'code', 'completed>'], 'E21']
['347', 'storage1422', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '245', [' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', ' <*>'], 'E22']
['348', 'storage343', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '11', [' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', ' <*>'], 'E22']
['352', 'storage534', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '18', [' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', ' <*>'], 'E22']
['356', 'storage211', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', '4', [' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', 'node', ' <*>'], 'E22']
['401', '0x0001edfe', '<ok>', 'node', '161', '0x1001fdfe', '<ok>', 'node', '162', '0x1001fdfe', '<ok>', 'node', '163', '0x1001fdfe', '<ok>', [' <*>', '<ok>', 'node', ' <*>', ' <*>', '<ok>', 'node', ' <*>', ' <*>', '<ok>', 'node', ' <*>', ' <*>', '<ok>'], 'E23']
['428', '0x00000002', '<ok>', 'node', '34', '0x000001fe', '<ok>', 'node', '33', '0x000001fe', '<ok>', 'node', '35', '0x000001fe', '<ok>', [' <*>', '<ok>', 'node', ' <*>', ' <*>', '<ok>', 'node', ' <*>', ' <*>', '<ok>', 'node', ' <*>', ' <*>', '<ok>'], 'E23']
['699', '0x1fffffffe', '<ok>', 'node', '0', '0xfffffffe', '<ok>', 'node', '1', '0xfffffffe', '<ok>', 'node', '2', '0xfffffffe', '<ok>', 'node', '30', '0xfffffffe', '<ok>', ['0x1fffffffe', '<ok>', 'node', '0', '0xfffffffe', '<ok>', 'node', '1', '0xfffffffe', '<ok>', 'node', '2', '0xfffffffe', '<ok>', 'node', '30', '0xfffffffe', '<ok>'], 'E24']
['1909', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1910', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '5.5.226.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1911', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1912', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1913', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1914', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1915', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '5.5.226.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1916', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '5.5.226.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1917', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '0.0.0.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1918', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '5.5.226.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1919', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '5.5.226.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1920', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1921', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1922', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '0.0.0.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1923', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '5.5.226.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1924', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1925', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1926', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '5.5.226.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1927', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1928', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1929', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '5.5.226.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1930', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1931', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '5.5.226.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1932', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1933', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1934', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '10.128.0.0', 'via', 'interface', 'ee0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
['1935', 'has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', '5.5.226.0', 'via', 'interface', 'alt0', ['has', 'detected', 'an', 'available', 'network', 'connection', 'on', 'network', ' <*>', 'via', 'interface', ' <*>'], 'E25']
